model,year,price,transmission,fuelType,Make
 Edge,2019,33495,1,Diesel,Ford
 S-MAX,2017,15895,1,Diesel,Ford
 Fiesta,2017,11295,1,Petrol,Ford
 Fiesta,2018,16495,1,Petrol,Ford
 EcoSport,2019,18994,1,Petrol,Ford
 Focus,2019,16899,1,Petrol,Ford
 Kuga,2019,24995,1,Diesel,Ford
 Fiesta,2018,11494,1,Petrol,Ford
 Fiesta,2013,7785,1,Petrol,Ford
 C-MAX,2017,8795,2,Petrol,Ford
 B-MAX,2015,7785,1,Petrol,Ford
 Focus,2015,7195,2,Diesel,Ford
 B-MAX,2016,9395,1,Petrol,Ford
 Mustang,2018,30500,2,Petrol,Ford
 Galaxy,2018,18160,4,Diesel,Ford
 EcoSport,2019,17494,2,Petrol,Ford
 Kuga,2019,22492,1,Diesel,Ford
 EcoSport,2019,15695,2,Petrol,Ford
 Edge,2017,22295,1,Diesel,Ford
 Kuga,2019,17795,2,Petrol,Ford
 KA,2009,3295,2,Petrol,Ford
 Mondeo,2012,6499,2,Petrol,Ford
 Fiesta,2012,5999,2,Petrol,Ford
 Fiesta,2013,5295,2,Petrol,Ford
 Focus,2012,7795,2,Petrol,Ford
 Kuga,2018,24995,1,Diesel,Ford
 Fiesta,2018,12295,1,Petrol,Ford
 Fiesta,2013,5795,2,Petrol,Ford
 Grand C-MAX,2016,10995,1,Diesel,Ford
 Fiesta,2010,4795,2,Petrol,Ford
 Focus,2015,11495,2,Diesel,Ford
 S-MAX,2012,5995,4,Diesel,Ford
 KA,2008,795,2,Petrol,Ford
 Fiesta,2010,2998,2,Petrol,Ford
 C-MAX,2008,2479,2,Petrol,Ford
 Kuga,2014,10895,1,Diesel,Ford
 S-MAX,2014,11995,1,Diesel,Ford
 Grand Tourneo Connect,2014,10995,2,Diesel,Ford
 Fiesta,2016,9695,2,Petrol,Ford
 Fiesta,2018,12145,2,Petrol,Ford
 Focus,2018,15295,2,Petrol,Ford
 Focus,2013,7000,2,Petrol,Ford
 Mondeo,2011,4895,2,Petrol,Ford
 Fiesta,2018,17295,1,Petrol,Ford
 Focus,2017,14295,2,Petrol,Ford
 S-MAX,2009,5685,2,Diesel,Ford
 Grand C-MAX,2011,5485,2,Petrol,Ford
 Focus,2005,1885,2,Petrol,Ford
 Focus,2010,3485,2,Diesel,Ford
 Focus,2009,3485,2,Petrol,Ford
 Fiesta,2010,4985,1,Petrol,Ford
 Galaxy,2012,7985,2,Petrol,Ford
 Focus,2019,14450,1,Petrol,Ford
 Mondeo,2013,6790,2,Diesel,Ford
 Focus,2009,3690,2,Diesel,Ford
 Focus,2012,6490,2,Petrol,Ford
 Tourneo Connect,2017,8975,2,Diesel,Ford
 Fiesta,2013,6995,1,Petrol,Ford
 Fiesta,2010,5495,1,Petrol,Ford
 Fiesta,2000,1995,2,Petrol,Ford
 Fiesta,2011,4150,2,Petrol,Ford
 KA,2007,1990,2,Petrol,Ford
 C-MAX,2009,4490,2,Petrol,Ford
 Fiesta,2011,4490,2,Diesel,Ford
 Grand C-MAX,2014,7490,2,Diesel,Ford
 Focus,2010,4690,2,Diesel,Ford
 Focus,2013,6750,2,Diesel,Ford
 Fiesta,2018,10895,1,Petrol,Ford
 Kuga,2018,18195,1,Petrol,Ford
 B-MAX,2017,8580,2,Petrol,Ford
 Kuga,2017,14280,2,Petrol,Ford
 Fusion,2010,1795,2,Petrol,Ford
 Focus,2017,12695,2,Petrol,Ford
 Fiesta,2017,12695,1,Petrol,Ford
 Fiesta,2018,11495,1,Petrol,Ford
 Kuga,2018,14950,2,Diesel,Ford
 Mustang,2019,39995,1,Petrol,Ford
 Fiesta,2010,2950,2,Diesel,Ford
 Focus,2011,3495,2,Diesel,Ford
 Fiesta,2017,12250,1,Petrol,Ford
 Fiesta,2017,9495,1,Petrol,Ford
 KA,2012,5495,2,Petrol,Ford
 Kuga,2011,7499,2,Petrol,Ford
 Fiesta,2016,7499,2,Diesel,Ford
 Fiesta,2011,5395,2,Petrol,Ford
 B-MAX,2017,9295,2,Petrol,Ford
 Fiesta,2014,7390,2,Petrol,Ford
 B-MAX,2013,6490,2,Petrol,Ford
 Focus,2011,5490,2,Petrol,Ford
 KA,2010,3690,2,Petrol,Ford
 Kuga,2013,12495,1,Diesel,Ford
 Mondeo,2017,15695,1,Petrol,Ford
 Kuga,2015,13495,1,Diesel,Ford
 Edge,2017,21995,1,Diesel,Ford
 Fiesta,2014,8490,2,Petrol,Ford
 Grand Tourneo Connect,2015,8995,2,Diesel,Ford
 Fiesta,2009,2750,2,Petrol,Ford
 Kuga,2017,14400,2,Diesel,Ford
 Fiesta,2008,2175,2,Petrol,Ford
 Fiesta,2008,1999,2,Petrol,Ford
 Fiesta,2006,2275,2,Petrol,Ford
 Fiesta,2008,1799,2,Petrol,Ford
 Fiesta,2008,2499,1,Petrol,Ford
 Focus,2008,2375,2,Petrol,Ford
 Fiesta,2015,7695,2,Diesel,Ford
 Fiesta,2017,11900,1,Petrol,Ford
 Kuga,2019,13695,2,Petrol,Ford
 Fiesta,2018,14995,1,Petrol,Ford
 Grand C-MAX,2016,9975,2,Petrol,Ford
 Fiesta,2016,7438,2,Petrol,Ford
 C-MAX,2011,5990,2,Petrol,Ford
 Fiesta,2017,11890,1,Petrol,Ford
 Focus,2012,5490,2,Diesel,Ford
 Kuga,2013,7995,1,Diesel,Ford
 Fiesta,2014,4995,2,Petrol,Ford
 Kuga,2013,8295,2,Diesel,Ford
 Focus,2014,5995,1,Diesel,Ford
 Fiesta,2017,6995,2,Diesel,Ford
 Focus,2011,5495,2,Petrol,Ford
 Focus,2015,9995,2,Petrol,Ford
 Fusion,2008,2750,1,Petrol,Ford
 KA,2008,850,2,Petrol,Ford
 Focus,2010,2725,2,Petrol,Ford
 Focus,2010,2645,2,Petrol,Ford
 C-MAX,2006,1775,2,Petrol,Ford
 Focus,2009,3350,2,Petrol,Ford
 Fiesta,2004,999,2,Petrol,Ford
 C-MAX,2008,1999,2,Petrol,Ford
 KA,2017,7000,2,Petrol,Ford
 EcoSport,2018,14500,2,Diesel,Ford
 Focus,2005,1449,2,Petrol,Ford
 KA,2019,9000,2,Petrol,Ford
 KA,2018,9000,2,Petrol,Ford
 KA,2017,8000,2,Petrol,Ford
 KA,2018,9500,2,Petrol,Ford
 Focus,2019,16000,1,Petrol,Ford
 Fiesta,2007,1695,2,Petrol,Ford
 Focus,2018,14500,1,Petrol,Ford
 KA,2015,3990,2,Petrol,Ford
 C-MAX,2010,2500,2,Diesel,Ford
 Fiesta,2012,3500,2,Diesel,Ford
 Fiesta,2015,5500,2,Petrol,Ford
 Focus,2012,5000,2,Petrol,Ford
 Fiesta,2020,14000,2,Petrol,Ford
 Fiesta,2009,2595,2,Petrol,Ford
 Fiesta,2014,7000,1,Petrol,Ford
 EcoSport,2017,8995,2,Diesel,Ford
 Mondeo,2016,8495,2,Diesel,Ford
 Fiesta,2017,6995,2,Petrol,Ford
 Mondeo,2015,7495,2,Diesel,Ford
 S-MAX,2008,4890,1,Petrol,Ford
 C-MAX,2011,4195,2,Diesel,Ford
 Focus,2011,4195,1,Petrol,Ford
 Focus,2015,6494,2,Petrol,Ford
 Focus,2015,6495,2,Petrol,Ford
 Focus,2005,795,2,Petrol,Ford
 Focus,2009,3895,1,Petrol,Ford
 B-MAX,2013,5995,2,Petrol,Ford
 Kuga,2017,17450,1,Diesel,Ford
 Fusion,2009,2890,1,Petrol,Ford
 Mondeo,2008,3890,1,Petrol,Ford
 C-MAX,2010,3650,2,Petrol,Ford
 Galaxy,2012,6490,2,Diesel,Ford
 Focus,2011,4490,2,Petrol,Ford
 S-MAX,2015,13990,1,Diesel,Ford
 C-MAX,2009,2280,2,Petrol,Ford
 Galaxy,2010,4490,1,Petrol,Ford
 C-MAX,2013,5880,1,Diesel,Ford
 Fiesta,2018,10640,2,Petrol,Ford
 Focus,2007,1450,2,Petrol,Ford
 Focus,2012,5400,2,Petrol,Ford
 Mondeo,2009,4250,2,Petrol,Ford
 Focus,2008,2900,1,Petrol,Ford
 Fiesta,2010,3200,2,Diesel,Ford
 Fusion,2004,1500,1,Petrol,Ford
 Mondeo,2009,3800,1,Diesel,Ford
 Focus,2017,10600,2,Petrol,Ford
 Focus,2016,8200,1,Petrol,Ford
 Fiesta,2018,12300,1,Petrol,Ford
 Fiesta,2018,11400,1,Petrol,Ford
 Edge,2017,20000,1,Diesel,Ford
 Fiesta,2016,10000,1,Petrol,Ford
 Focus,2012,4170,2,Diesel,Ford
 Mondeo,2009,2790,2,Petrol,Ford
 Fiesta,2018,10800,1,Petrol,Ford
 Fiesta,2018,11070,1,Petrol,Ford
 Fiesta,2013,6250,2,Petrol,Ford
 Fiesta,2017,8200,2,Diesel,Ford
 Ka+,2019,10700,2,Petrol,Ford
 B-MAX,2015,6700,2,Petrol,Ford
 Fiesta,2018,10500,1,Petrol,Ford
 Kuga,2016,11300,2,Diesel,Ford
 Focus,2015,10200,2,Diesel,Ford
 Focus,2016,10500,2,Diesel,Ford
 Focus,2015,6295,2,Diesel,Ford
 Fiesta,2010,2690,2,Diesel,Ford
 Mondeo,2010,2890,2,Diesel,Ford
 Fiesta,2015,4690,2,Petrol,Ford
 Edge,2016,19400,1,Diesel,Ford
 Mondeo,2015,13800,1,3,Ford
 Focus,2009,2400,2,Petrol,Ford
 Focus,2018,11400,2,Petrol,Ford
 Kuga,2017,12900,1,Petrol,Ford
 Focus,2017,9800,2,Petrol,Ford
 Fiesta,2014,9500,2,Petrol,Ford
 Fiesta,2018,9100,2,Diesel,Ford
 Kuga,2015,8500,2,Diesel,Ford
 Focus,2015,9500,1,Petrol,Ford
 Kuga,2017,15000,1,Petrol,Ford
 Kuga,2017,17200,4,Diesel,Ford
 KA,2011,2995,2,Petrol,Ford
 Focus,2017,11250,1,Petrol,Ford
 Focus,2017,9600,2,Diesel,Ford
 S-MAX,2017,18300,1,Diesel,Ford
 EcoSport,2017,10500,2,Diesel,Ford
 Edge,2016,15000,2,Diesel,Ford
 Focus,2008,2499,2,Petrol,Ford
 Focus,2011,6288,2,Petrol,Ford
 EcoSport,2018,11599,2,Petrol,Ford
 Fiesta,2015,7688,2,Petrol,Ford
 Fiesta,2013,5988,2,Petrol,Ford
 S-MAX,2014,9488,1,Diesel,Ford
 Grand C-MAX,2015,7999,2,Diesel,Ford
 B-MAX,2017,6200,2,Diesel,Ford
 EcoSport,2016,9200,1,Petrol,Ford
 Mondeo,2017,12400,1,Hybrid,Ford
 Focus,2016,14250,2,Diesel,Ford
 EcoSport,2017,9100,2,Petrol,Ford
 Fiesta,2018,8000,2,Petrol,Ford
 KA,2015,5500,2,Petrol,Ford
 Kuga,2018,16000,2,Petrol,Ford
 B-MAX,2015,7499,2,Diesel,Ford
 Grand C-MAX,2015,9100,2,Petrol,Ford
 Kuga,2016,14300,2,Diesel,Ford
 Fiesta,2015,6300,2,Petrol,Ford
 EcoSport,2017,9800,2,Petrol,Ford
 Mondeo,2017,13600,2,Diesel,Ford
 Kuga,2018,13200,1,Diesel,Ford
 Focus,2019,13500,2,Diesel,Ford
 Focus,2019,13000,2,Diesel,Ford
 Fiesta,2019,10750,2,Petrol,Ford
 Fiesta,2019,9850,2,Petrol,Ford
 Fiesta,2018,9300,2,Diesel,Ford
 Focus,2018,12300,2,Diesel,Ford
 Focus,2017,8000,2,Petrol,Ford
 S-MAX,2017,16000,1,Diesel,Ford
 Focus,2016,7900,2,Diesel,Ford
 Kuga,2014,11900,1,Petrol,Ford
 Fiesta,2016,8700,2,Diesel,Ford
 S-MAX,2017,17000,2,Diesel,Ford
 Focus,2015,7500,2,Petrol,Ford
 B-MAX,2014,5700,1,Petrol,Ford
 S-MAX,2017,16000,2,Diesel,Ford
 Fiesta,2017,8500,2,Diesel,Ford
 Fiesta,2018,8400,2,Petrol,Ford
 Galaxy,2016,14900,1,Diesel,Ford
 Fiesta,2016,7200,2,Diesel,Ford
 Focus,2018,17495,1,Diesel,Ford
 Grand C-MAX,2017,11700,2,Diesel,Ford
 Focus,2017,9900,1,Petrol,Ford
 Kuga,2017,15200,2,Petrol,Ford
 Kuga,2016,9800,2,Diesel,Ford
 C-MAX,2014,9250,2,Petrol,Ford
 Kuga,2018,14500,2,Petrol,Ford
 Kuga,2015,9450,2,Diesel,Ford
 Kuga,2017,9700,2,Diesel,Ford
 B-MAX,2017,11495,1,Petrol,Ford
 Fiesta,2015,9995,1,Petrol,Ford
 Fiesta,2020,15495,1,Petrol,Ford
 C-MAX,2017,10995,1,Diesel,Ford
 Focus,2017,13495,1,Petrol,Ford
 Kuga,2015,13600,1,Diesel,Ford
 Focus,2016,11900,2,Diesel,Ford
 Focus,2017,9300,1,Diesel,Ford
 Focus,2016,11995,1,Diesel,Ford
 Fiesta,2019,16495,1,Petrol,Ford
 S-MAX,2016,13750,2,Diesel,Ford
 Focus,2018,12300,2,Petrol,Ford
 Kuga,2017,11800,2,Diesel,Ford
 Kuga,2015,9800,2,Diesel,Ford
 Kuga,2017,13700,1,Petrol,Ford
 Kuga,2018,15600,2,Petrol,Ford
 Focus,2017,9800,2,Diesel,Ford
 Focus,2020,19995,1,Petrol,Ford
 Focus,2015,13495,1,Petrol,Ford
 EcoSport,2018,14995,1,Petrol,Ford
 Grand C-MAX,2011,7995,1,Diesel,Ford
 EcoSport,2019,18995,1,Petrol,Ford
 Focus,2018,10600,2,Petrol,Ford
 S-MAX,2016,14500,2,Diesel,Ford
 Focus,2018,10300,2,Petrol,Ford
 Galaxy,2014,10650,2,Diesel,Ford
 B-MAX,2016,7375,2,Petrol,Ford
 S-MAX,2013,8495,2,Diesel,Ford
 C-MAX,2013,6495,2,Petrol,Ford
 Focus,2016,10500,1,Diesel,Ford
 Focus,2009,2950,2,Petrol,Ford
 Kuga,2015,11950,1,Diesel,Ford
 S-MAX,2015,10450,2,Diesel,Ford
 EcoSport,2016,8500,2,Diesel,Ford
 Focus,2015,6975,2,Diesel,Ford
 Focus,2011,5925,2,Petrol,Ford
 Focus,2015,8100,2,Diesel,Ford
 Fiesta,2009,3800,2,Petrol,Ford
 Fiesta,2009,3784,2,Petrol,Ford
 Fiesta,2009,4045,2,Petrol,Ford
 KA,2015,4775,2,Petrol,Ford
 Focus,2017,9200,2,Petrol,Ford
 Focus,2016,9313,2,Petrol,Ford
 Kuga,2017,17545,1,Petrol,Ford
 Focus,2018,17945,2,Petrol,Ford
 Focus,2017,15980,2,Petrol,Ford
 Kuga,2017,14145,2,Diesel,Ford
 Kuga,2017,14985,1,Petrol,Ford
 EcoSport,2019,17195,2,Petrol,Ford
 C-MAX,2017,10845,2,Diesel,Ford
 Focus,2014,6695,2,Diesel,Ford
 Focus,2009,3295,2,Petrol,Ford
 Grand C-MAX,2011,5995,1,Diesel,Ford
 Grand C-MAX,2019,16995,1,Diesel,Ford
 C-MAX,2019,17995,1,Petrol,Ford
 C-MAX,2016,12995,1,Diesel,Ford
 Tourneo Connect,2016,14995,1,Diesel,Ford
 Focus,2017,12995,1,Petrol,Ford
 EcoSport,2015,8800,2,Petrol,Ford
 S-MAX,2017,19999,1,Diesel,Ford
 Mondeo,2018,17999,1,Petrol,Ford
 Fiesta,2017,8988,2,Petrol,Ford
 EcoSport,2019,14999,1,Petrol,Ford
 Grand Tourneo Connect,2019,17999,2,Diesel,Ford
 EcoSport,2014,7755,2,Diesel,Ford
 EcoSport,2015,9000,2,Petrol,Ford
 C-MAX,2014,8400,2,Petrol,Ford
 EcoSport,2017,11000,1,Petrol,Ford
 Focus,2017,12500,2,Petrol,Ford
 Galaxy,2016,18000,1,Diesel,Ford
 Fiesta,2010,5995,1,Petrol,Ford
 Kuga,2011,7995,2,Diesel,Ford
 Focus,2008,2500,2,Petrol,Ford
 Focus,2007,2495,2,Petrol,Ford
 Fiesta,2013,7695,1,Petrol,Ford
 Transit Tourneo,2014,12450,2,Diesel,Ford
 S-MAX,2007,2400,2,Diesel,Ford
 Ka+,2018,8616,2,Petrol,Ford
 Ka+,2017,7590,2,Petrol,Ford
 Tourneo Connect,2015,11495,1,Petrol,Ford
 Mondeo,2011,5495,2,Diesel,Ford
 Galaxy,2007,4195,2,Diesel,Ford
 Focus,2006,1495,2,Diesel,Ford
 Fiesta,2007,2100,2,Petrol,Ford
 C-MAX,2014,4895,2,Diesel,Ford
 Fusion,2010,2395,2,Diesel,Ford
 Focus,2006,2495,1,Petrol,Ford
 Fiesta,2012,4195,2,Petrol,Ford
 C-MAX,2007,2695,2,Petrol,Ford
 Focus,2005,2495,1,Petrol,Ford
 Focus,2019,19500,2,Diesel,Ford
 EcoSport,2019,16950,1,Petrol,Ford
 Focus,2019,17499,1,Petrol,Ford
 EcoSport,2017,10995,1,Petrol,Ford
 Fiesta,2020,16499,2,Petrol,Ford
 C-MAX,2017,10499,2,Petrol,Ford
 Tourneo Custom,2019,19999,2,Diesel,Ford
 Mondeo,2016,10500,2,Diesel,Ford
 Galaxy,2016,19500,1,Diesel,Ford
 Fiesta,2019,16250,2,Petrol,Ford
 Fiesta,2012,5500,2,Diesel,Ford
 Kuga,2019,16500,2,Diesel,Ford
 Kuga,2016,17000,1,Petrol,Ford
 Grand C-MAX,2017,10500,2,Petrol,Ford
 Grand Tourneo Connect,2019,22000,2,Diesel,Ford
 Kuga,2016,13500,2,Petrol,Ford
 S-MAX,2019,25000,1,Diesel,Ford
 Fiesta,2016,9000,1,Petrol,Ford
 Galaxy,2016,18250,2,Diesel,Ford
 Kuga,2017,18000,1,Petrol,Ford
 Puma,2019,25695,2,Petrol,Ford
 Fiesta,2019,17500,1,Petrol,Ford
 Fiesta,2009,4000,2,Petrol,Ford
 Kuga,2019,22500,1,Diesel,Ford
 Mondeo,2017,15499,1,Petrol,Ford
 Galaxy,2019,24799,1,Diesel,Ford
 Kuga,2019,19499,2,Petrol,Ford
 Galaxy,2017,20999,1,Diesel,Ford
 Focus,2019,17799,1,Petrol,Ford
 Galaxy,2017,17991,1,Diesel,Ford
 Mondeo,2019,20999,1,Petrol,Ford
 B-MAX,2015,7250,2,Petrol,Ford
 S-MAX,2020,30000,1,Diesel,Ford
 Fiesta,2020,13750,2,Petrol,Ford
 Fiesta,2020,16500,2,Petrol,Ford
 Focus,2011,6750,2,Petrol,Ford
 Focus,2015,8299,2,Petrol,Ford
 Fiesta,2020,16000,1,Petrol,Ford
 Kuga,2018,15500,2,Petrol,Ford
 Kuga,2018,16000,4,Diesel,Ford
 S-MAX,2017,15999,2,Petrol,Ford
 Mustang,2020,48000,2,Petrol,Ford
 Kuga,2020,25050,2,Diesel,Ford
 EcoSport,2019,19000,1,Petrol,Ford
 Fiesta,2015,6900,2,Petrol,Ford
 Kuga,2018,20950,1,Petrol,Ford
 Fiesta,2020,14999,2,Petrol,Ford
 Kuga,2018,13849,2,Petrol,Ford
 Edge,2016,17999,2,Diesel,Ford
 Tourneo Custom,2018,17495,2,Diesel,Ford
 Edge,2018,25999,1,Diesel,Ford
 Edge,2017,19499,1,Diesel,Ford
 Focus,2020,24999,2,Petrol,Ford
 Focus,2016,10699,1,Petrol,Ford
 Focus,2018,12849,2,Petrol,Ford
 Kuga,2017,15499,4,Diesel,Ford
 EcoSport,2016,9599,2,Petrol,Ford
 S-MAX,2016,15499,4,Diesel,Ford
 Kuga,2017,16249,4,Diesel,Ford
 S-MAX,2016,21499,4,Diesel,Ford
 Fiesta,2019,16660,1,Petrol,Ford
 EcoSport,2019,18122,2,Petrol,Ford
 Ka+,2018,7499,2,Petrol,Ford
 Kuga,2017,18200,1,Petrol,Ford
 EcoSport,2016,10600,2,Petrol,Ford
 Fiesta,2018,11850,1,Petrol,Ford
 Kuga,2016,13800,2,Diesel,Ford
 EcoSport,2019,18250,2,Petrol,Ford
 Fiesta,2020,15799,2,Petrol,Ford
 Galaxy,2018,18499,2,Diesel,Ford
 Kuga,2018,17199,4,Diesel,Ford
 Fiesta,2017,9899,1,Petrol,Ford
 Ka+,2017,7199,2,Petrol,Ford
 Focus,2016,16000,2,Petrol,Ford
 Fiesta,2018,12500,1,Petrol,Ford
 Grand C-MAX,2018,14750,2,Petrol,Ford
 EcoSport,2015,7650,2,Petrol,Ford
 C-MAX,2019,13250,2,Petrol,Ford
 C-MAX,2016,9299,2,Diesel,Ford
 B-MAX,2014,7499,2,Petrol,Ford
 KA,2018,8299,2,Petrol,Ford
 T-Roc,2019,25000,1,Diesel,vw
 T-Roc,2019,26883,1,Diesel,vw
 T-Roc,2019,20000,2,Diesel,vw
 T-Roc,2019,33492,1,Petrol,vw
 T-Roc,2019,22900,4,Petrol,vw
 T-Roc,2020,31895,2,Petrol,vw
 T-Roc,2020,27895,2,Petrol,vw
 T-Roc,2020,39495,4,Petrol,vw
 T-Roc,2019,21995,2,Petrol,vw
 T-Roc,2019,23285,2,Petrol,vw
 T-Roc,2019,23985,4,Petrol,vw
 T-Roc,2019,23585,2,Petrol,vw
 T-Roc,2020,25785,4,Petrol,vw
 T-Roc,2019,23995,4,Petrol,vw
 T-Roc,2018,17495,2,Petrol,vw
 T-Roc,2018,21495,2,Petrol,vw
 T-Roc,2018,18995,2,Petrol,vw
 T-Roc,2019,33785,4,Petrol,vw
 T-Roc,2020,23790,4,Petrol,vw
 T-Roc,2019,19995,2,Petrol,vw
 T-Roc,2020,21690,2,Petrol,vw
 T-Roc,2019,23290,2,Petrol,vw
 T-Roc,2019,24790,2,Petrol,vw
 T-Roc,2018,19995,2,Petrol,vw
 T-Roc,2019,20290,2,Petrol,vw
 T-Roc,2019,33990,4,Petrol,vw
 T-Roc,2018,17685,2,Petrol,vw
 T-Roc,2020,24495,2,Diesel,vw
 T-Roc,2018,17995,2,Petrol,vw
 T-Roc,2020,28290,4,Petrol,vw
 T-Roc,2019,22990,2,Diesel,vw
 T-Roc,2019,22995,2,Diesel,vw
 T-Roc,2019,21498,2,Diesel,vw
 T-Roc,2019,22230,2,Diesel,vw
 T-Roc,2018,18695,2,Petrol,vw
 T-Roc,2019,25990,4,Diesel,vw
 T-Roc,2019,23999,2,Petrol,vw
 T-Roc,2019,24490,2,Diesel,vw
 T-Roc,2019,23999,4,Petrol,vw
 T-Roc,2019,36799,1,Petrol,vw
 T-Roc,2018,22990,2,Petrol,vw
 T-Roc,2018,20995,2,Petrol,vw
 T-Roc,2019,21995,2,Diesel,vw
 T-Roc,2018,19450,2,Petrol,vw
 T-Roc,2019,20998,2,Diesel,vw
 T-Roc,2020,27990,2,Diesel,vw
 T-Roc,2019,22900,2,Diesel,vw
 T-Roc,2018,16990,2,Petrol,vw
 T-Roc,2019,21998,2,Diesel,vw
 T-Roc,2018,18495,2,Petrol,vw
 T-Roc,2018,18595,2,Diesel,vw
 T-Roc,2018,17195,2,Petrol,vw
 T-Roc,2019,31995,4,Petrol,vw
 T-Roc,2018,20498,2,Petrol,vw
 T-Roc,2019,21995,4,Diesel,vw
 T-Roc,2019,22495,4,Diesel,vw
 T-Roc,2019,31495,4,Petrol,vw
 T-Roc,2019,21495,2,Petrol,vw
 T-Roc,2019,32998,4,Petrol,vw
 T-Roc,2019,19798,2,Petrol,vw
 T-Roc,2019,19695,2,Diesel,vw
 T-Roc,2018,20998,2,Petrol,vw
 T-Roc,2019,21095,2,Diesel,vw
 T-Roc,2019,24495,4,Diesel,vw
 T-Roc,2018,19489,2,Petrol,vw
 T-Roc,2018,21489,2,Petrol,vw
 T-Roc,2020,20989,2,Diesel,vw
 T-Roc,2019,19950,2,Petrol,vw
 T-Roc,2019,23950,2,Diesel,vw
 T-Roc,2018,20489,2,Diesel,vw
 T-Roc,2018,16995,2,Petrol,vw
 T-Roc,2018,18498,2,Petrol,vw
 T-Roc,2017,11489,2,Petrol,vw
 T-Roc,2018,21991,2,Petrol,vw
 T-Roc,2019,26250,4,Petrol,vw
 T-Roc,2019,22450,1,Petrol,vw
 T-Roc,2019,19450,2,Diesel,vw
 T-Roc,2019,21291,2,Diesel,vw
 T-Roc,2019,19950,2,Diesel,vw
 T-Roc,2019,18998,2,Petrol,vw
 T-Roc,2019,22950,4,Petrol,vw
 T-Roc,2018,17491,2,Petrol,vw
 T-Roc,2018,18250,2,Petrol,vw
 T-Roc,2019,21750,2,Diesel,vw
 T-Roc,2019,22250,2,Diesel,vw
 T-Roc,2019,28495,1,Petrol,vw
 T-Roc,2018,16975,2,Petrol,vw
 T-Roc,2019,21495,2,Diesel,vw
 T-Roc,2018,19495,2,Petrol,vw
 T-Roc,2019,23070,2,Diesel,vw
 T-Roc,2019,22691,2,Diesel,vw
 T-Roc,2018,18591,2,Petrol,vw
 T-Roc,2019,22495,2,Diesel,vw
 T-Roc,2019,22995,1,Diesel,vw
 T-Roc,2019,23995,4,Diesel,vw
 T-Roc,2018,21495,2,Diesel,vw
 T-Roc,2017,13995,2,Petrol,vw
 T-Roc,2020,26995,4,Petrol,vw
 T-Roc,2018,21995,2,Petrol,vw
 T-Roc,2018,20500,2,Diesel,vw
 T-Roc,2019,23499,2,Petrol,vw
 T-Roc,2019,20995,2,Diesel,vw
 T-Roc,2018,16999,2,Petrol,vw
 T-Roc,2020,20995,2,Petrol,vw
 T-Roc,2018,19995,4,Petrol,vw
 T-Roc,2018,17999,2,Petrol,vw
 T-Roc,2020,21999,2,Petrol,vw
 T-Roc,2018,18990,2,Diesel,vw
 T-Roc,2018,22995,4,Petrol,vw
 T-Roc,2020,21995,2,Diesel,vw
 T-Roc,2019,17999,2,Petrol,vw
 T-Roc,2020,25999,2,Petrol,vw
 T-Roc,2019,21799,2,Diesel,vw
 T-Roc,2018,19999,2,Petrol,vw
 T-Roc,2020,20499,2,Petrol,vw
 T-Roc,2018,19499,2,Diesel,vw
 T-Roc,2018,20499,2,Petrol,vw
 T-Roc,2019,22995,1,Petrol,vw
 T-Roc,2019,22495,4,Petrol,vw
 T-Roc,2018,17899,2,Petrol,vw
 T-Roc,2020,27499,4,Petrol,vw
 T-Roc,2018,22798,4,Petrol,vw
 T-Roc,2018,18999,2,Petrol,vw
 T-Roc,2019,19995,2,Diesel,vw
 T-Roc,2018,16799,2,Petrol,vw
 T-Roc,2019,27499,1,Diesel,vw
 T-Roc,2018,23799,4,Petrol,vw
 T-Roc,2019,21290,2,Diesel,vw
 T-Roc,2018,19290,2,Petrol,vw
 T-Roc,2020,26000,2,Petrol,vw
 T-Roc,2019,19445,2,Diesel,vw
 T-Roc,2018,16899,2,Petrol,vw
 T-Roc,2018,19800,2,Petrol,vw
 T-Roc,2018,17499,2,Petrol,vw
 T-Roc,2018,20199,2,Petrol,vw
 T-Roc,2020,35099,4,Petrol,vw
 T-Roc,2018,19299,2,Petrol,vw
 T-Roc,2018,17299,2,Petrol,vw
 T-Roc,2018,16499,2,Petrol,vw
 T-Roc,2019,29699,1,Petrol,vw
 T-Roc,2018,25995,4,Petrol,vw
 T-Roc,2018,21490,4,Petrol,vw
 T-Roc,2020,29750,4,Diesel,vw
 T-Roc,2018,17250,2,Petrol,vw
 T-Roc,2019,19495,2,Petrol,vw
 T-Roc,2019,18995,2,Diesel,vw
 T-Roc,2019,22795,2,Diesel,vw
 T-Roc,2018,20295,2,Petrol,vw
 T-Roc,2019,24995,4,Diesel,vw
 T-Roc,2018,18281,2,Petrol,vw
 T-Roc,2019,21095,2,Petrol,vw
 T-Roc,2018,19961,2,Petrol,vw
 T-Roc,2018,18232,2,Petrol,vw
 T-Roc,2019,29690,1,Petrol,vw
 T-Roc,2020,24490,2,Petrol,vw
 T-Roc,2020,24250,2,Diesel,vw
 T-Roc,2020,26450,4,Petrol,vw
 T-Roc,2019,23995,2,Petrol,vw
 T-Roc,2018,17657,2,Petrol,vw
 T-Roc,2019,18500,2,Diesel,vw
 T-Roc,2018,23995,4,Petrol,vw
 T-Roc,2020,22490,2,Diesel,vw
 T-Roc,2019,25196,4,Diesel,vw
